0.0000	121.60	0.142244	0.101055
0.0050	121.50	0.126362	0.092153
0.0100	121.30	0.111876	0.096517
0.0150	121.50	0.095993	0.083427
0.0200	121.50	0.077667	0.078889
0.0250	121.40	0.059341	0.074526
0.0300	121.30	0.041888	0.070162
0.0350	121.40	0.023213	0.070162
0.0400	121.50	0.004363	0.061261
0.0450	121.50	-0.015010	0.052360
0.0500	121.60	-0.031765	0.061261
0.0550	121.70	-0.047822	0.043633
0.0600	121.80	-0.066148	0.047997
0.0650	121.70	-0.081507	0.047997
0.0700	121.80	-0.101753	0.034732
0.0750	121.80	-0.117286	0.030369
0.0800	121.90	-0.135612	0.034732
0.0850	121.90	-0.156731	0.021468
0.0900	121.80	-0.173660	0.017104
0.0950	121.60	-0.188146	0.012741
0.1000	121.50	-0.204553	-0.000524
0.1050	121.50	-0.223402	-0.004887
0.1100	121.50	-0.245044	-0.013788
0.1150	121.60	-0.267210	-0.009425
0.1200	121.60	-0.285536	-0.022689
0.1250	121.70	-0.302466	-0.022689
0.1300	121.70	-0.315905	-0.035954
0.1350	121.60	-0.332834	-0.040317
0.1400	121.90	-0.348193	-0.049044
0.1450	121.60	-0.365123	-0.044680
0.1500	121.70	-0.381005	-0.057945
0.1550	121.50	-0.394968	-0.053582
0.1600	121.60	-0.408582	-0.062308
0.1650	121.60	-0.420624	-0.071209
0.1700	121.80	-0.432144	-0.075573
0.1750	121.70	-0.442790	-0.075573
0.1800	121.70	-0.454309	-0.088837
0.1850	121.60	-0.464083	-0.093201
0.1900	121.60	-0.470715	-0.102102
0.1950	121.80	-0.480315	-0.088837
0.2000	121.80	-0.488169	-0.097738
0.2050	121.80	-0.494452	-0.097738
0.2100	122.00	-0.502655	-0.102102
0.2150	121.80	-0.508414	-0.124267
0.2200	122.00	-0.514698	-0.115366
0.2250	121.70	-0.519061	-0.115366
0.2300	121.90	-0.522377	-0.132994
0.2350	121.90	-0.524821	-0.132994
0.2400	121.80	-0.530056	-0.137357
0.2450	121.90	-0.534420	-0.146259
0.2500	121.80	-0.539307	-0.132994
0.2550	121.90	-0.541227	-0.137357
0.2600	121.90	-0.544019	-0.141895
0.2650	122.10	-0.547859	-0.155160
0.2700	121.90	-0.550826	-0.137357
0.2750	121.90	-0.553269	-0.141895
0.2800	121.90	-0.553793	-0.150622
0.2850	121.60	-0.555713	-0.141895
0.2900	121.60	-0.558505	-0.163886
0.2950	121.70	-0.560949	-0.155160
0.3000	121.70	-0.565312	-0.155160
0.3050	121.60	-0.565836	-0.150622
0.3100	121.60	-0.567232	-0.155160
0.3150	121.50	-0.572468	-0.159523
0.3200	121.60	-0.574911	-0.159523
0.3250	121.50	-0.575959	-0.159523
0.3300	121.50	-0.578228	-0.177151
0.3350	121.10	-0.585558	-0.177151
0.3400	121.10	-0.588350	-0.168424
0.3450	121.30	-0.588350	-0.172788
0.3500	121.50	-0.591841	-0.172788
0.3550	121.30	-0.598648	-0.177151
0.3600	121.40	-0.599521	-0.177151
0.3650	121.30	-0.601440	-0.190415
0.3700	121.20	-0.605280	-0.186052
0.3750	121.30	-0.610167	-0.186052
0.3800	121.40	-0.612960	-0.181514
0.3850	121.50	-0.614007	-0.168424
0.3900	121.20	-0.619243	-0.177151
0.3950	121.30	-0.622733	-0.177151
0.4000	121.50	-0.624130	-0.177151
0.4050	121.30	-0.629366	-0.181514
0.4100	121.30	-0.631286	-0.186052
0.4150	121.40	-0.633205	-0.186052
0.4200	121.10	-0.638092	-0.190415
0.4250	121.30	-0.639489	-0.181514
0.4300	121.30	-0.642979	-0.181514
0.4350	121.40	-0.647343	-0.190415
0.4400	121.50	-0.649612	-0.194779
0.4450	121.40	-0.652055	-0.190415
0.4500	121.20	-0.654498	-0.190415
0.4550	121.30	-0.660782	-0.199317
0.4600	121.20	-0.663749	-0.194779
0.4650	121.20	-0.665145	-0.177151
0.4700	121.20	-0.668985	-0.181514
0.4750	121.10	-0.671428	-0.199317
0.4800	121.20	-0.674744	-0.194779
0.4850	121.20	-0.675791	-0.199317
0.4900	121.40	-0.675268	-0.186052
0.4950	121.30	-0.679631	-0.190415
0.5000	120.90	-0.681551	-0.186052
0.5050	121.00	-0.683995	-0.186052
0.5100	120.90	-0.687834	-0.186052
0.5150	121.20	-0.687834	-0.199317
0.5200	121.00	-0.688707	-0.199317
0.5250	120.90	-0.687311	-0.199317
0.5300	120.90	-0.688707	-0.199317
0.5350	120.80	-0.689231	-0.186052
0.5400	120.40	-0.687311	-0.199317
0.5450	120.80	-0.689231	-0.199317
0.5500	120.70	-0.688707	-0.199317
0.5550	120.80	-0.689231	-0.199317
0.5600	120.80	-0.688358	-0.194779
0.5650	120.90	-0.688358	-0.194779
0.5700	120.80	-0.687834	-0.203680
0.5750	120.60	-0.688358	-0.203680
0.5800	120.70	-0.688707	-0.203680
0.5850	120.60	-0.687311	-0.208043
0.5900	120.60	-0.683471	-0.208043
0.5950	120.70	-0.680155	-0.203680
0.6000	120.90	-0.678584	-0.208043
0.6050	120.80	-0.676664	-0.208043
0.6100	120.70	-0.676141	-0.199317
0.6150	121.00	-0.674221	-0.199317
0.6200	121.00	-0.670381	-0.199317
0.6250	120.80	-0.666541	-0.194779
0.6300	120.80	-0.665145	-0.194779
0.6350	121.00	-0.664098	-0.194779
0.6400	121.00	-0.660258	-0.203680
0.6450	121.00	-0.657466	-0.208043
0.6500	120.90	-0.655022	-0.194779
0.6550	120.80	-0.651182	-0.194779
0.6600	121.00	-0.647343	-0.208043
0.6650	120.90	-0.644899	-0.199317
0.6700	120.70	-0.642456	-0.208043
0.6750	120.80	-0.636696	-0.194779
0.6800	121.00	-0.633205	-0.199317
0.6850	120.80	-0.629017	-0.203680
0.6900	120.90	-0.626573	-0.199317
0.6950	120.80	-0.622733	-0.199317
0.7000	120.80	-0.615927	-0.194779
0.7050	120.70	-0.612611	-0.186052
0.7100	120.80	-0.607200	-0.194779
0.7150	120.60	-0.602837	-0.186052
0.7200	120.60	-0.595157	-0.190415
0.7250	120.90	-0.591318	-0.177151
0.7300	121.00	-0.583638	-0.177151
0.7350	120.80	-0.575435	-0.186052
0.7400	120.90	-0.568628	-0.177151
0.7450	121.00	-0.559029	-0.190415
0.7500	120.70	-0.550826	-0.172788
0.7550	121.00	-0.545066	-0.181514
0.7600	120.80	-0.537736	-0.177151
0.7650	121.00	-0.527264	-0.186052
0.7700	121.00	-0.519061	-0.172788
0.7750	121.00	-0.512778	-0.172788
0.7800	120.90	-0.502131	-0.168424
0.7850	120.70	-0.492532	-0.168424
0.7900	120.60	-0.483282	-0.168424
0.7950	120.60	-0.472635	-0.168424
0.8000	120.70	-0.463036	-0.159523
0.8050	120.50	-0.449946	-0.155160
0.8100	120.50	-0.438950	-0.150622
0.8150	120.40	-0.428304	-0.146259
0.8200	120.40	-0.418704	-0.150622
0.8250	120.30	-0.409978	-0.141895
0.8300	120.20	-0.397411	-0.137357
