0.0000	124.70	-0.041888	-0.004887
0.0050	124.70	-0.042412	0.003840
0.0100	124.80	-0.048171	-0.004887
0.0150	124.70	-0.051662	0.003840
0.0200	124.60	-0.052534	-0.004887
0.0250	124.50	-0.059865	-0.009425
0.0300	124.60	-0.061785	0.008203
0.0350	124.60	-0.067544	-0.004887
0.0400	124.80	-0.069464	-0.004887
0.0450	124.70	-0.073304	0.003840
0.0500	124.50	-0.075747	0.003840
0.0550	124.40	-0.081507	-0.004887
0.0600	124.50	-0.084823	0.008203
0.0650	124.30	-0.089710	-0.004887
0.0700	124.30	-0.091106	-0.009425
0.0750	124.30	-0.097389	-0.004887
0.0800	124.40	-0.100356	-0.004887
0.0850	124.40	-0.101229	-0.009425
0.0900	124.60	-0.108036	-0.013788
0.0950	124.60	-0.108559	-0.013788
0.1000	124.70	-0.110479	-0.018151
0.1050	124.60	-0.116763	-0.004887
0.1100	124.70	-0.119555	-0.018151
0.1150	124.50	-0.121999	-0.004887
0.1200	124.60	-0.124966	-0.013788
0.1250	124.60	-0.126362	-0.018151
0.1300	124.70	-0.131249	-0.022689
0.1350	124.70	-0.132645	-0.009425
0.1400	124.60	-0.137008	-0.018151
0.1450	124.70	-0.140324	-0.018151
0.1500	124.60	-0.144164	-0.018151
0.1550	124.50	-0.146084	-0.022689
0.1600	124.60	-0.147655	-0.013788
0.1650	124.60	-0.150971	-0.013788
0.1700	124.60	-0.152891	-0.013788
0.1750	124.40	-0.157254	-0.022689
0.1800	124.70	-0.159698	-0.013788
0.1850	124.40	-0.162490	-0.018151
0.1900	124.40	-0.165457	-0.027053
0.1950	124.40	-0.166330	-0.027053
0.2000	124.70	-0.167901	-0.031416
0.2050	124.50	-0.169297	-0.018151
0.2100	124.80	-0.170344	-0.031416
0.2150	124.80	-0.173660	-0.027053
0.2200	124.70	-0.174533	-0.027053
0.2250	124.70	-0.175580	-0.035954
0.2300	124.70	-0.179420	-0.035954
0.2350	124.70	-0.180816	-0.035954
0.2400	124.70	-0.181340	-0.031416
0.2450	124.80	-0.182387	-0.040317
0.2500	124.90	-0.188146	-0.027053
0.2550	124.70	-0.191463	-0.022689
0.2600	124.80	-0.193906	-0.040317
0.2650	124.60	-0.194779	-0.040317
0.2700	124.60	-0.195826	-0.027053
0.2750	124.50	-0.199142	-0.035954
0.2800	124.50	-0.204029	-0.031416
0.2850	124.50	-0.205425	-0.027053
0.2900	124.70	-0.204553	-0.044680
0.2950	124.30	-0.205425	-0.044680
0.3000	124.60	-0.205949	-0.035954
0.3050	124.10	-0.209789	-0.044680
0.3100	123.90	-0.216072	-0.040317
0.3150	124.00	-0.217992	-0.049044
0.3200	124.00	-0.218515	-0.053582
0.3250	124.00	-0.217119	-0.049044
0.3300	124.30	-0.217992	-0.049044
0.3350	124.20	-0.219039	-0.044680
0.3400	124.20	-0.220959	-0.053582
0.3450	124.20	-0.227591	-0.040317
0.3500	124.00	-0.228115	-0.049044
0.3550	124.30	-0.228115	-0.049044
0.3600	124.20	-0.231082	-0.049044
0.3650	124.00	-0.231605	-0.044680
0.3700	124.10	-0.231082	-0.044680
0.3750	124.10	-0.233874	-0.057945
0.3800	124.20	-0.240681	-0.057945
0.3850	124.10	-0.241728	-0.049044
0.3900	124.20	-0.239634	-0.044680
0.3950	124.00	-0.242077	-0.053582
0.4000	123.80	-0.243997	-0.049044
0.4050	124.00	-0.242077	-0.044680
0.4100	124.20	-0.245044	-0.053582
0.4150	124.10	-0.250280	-0.049044
0.4200	124.20	-0.252200	-0.053582
0.4250	123.90	-0.254120	-0.057945
0.4300	124.00	-0.255691	-0.062308
0.4350	124.00	-0.253771	-0.062308
0.4400	123.90	-0.255167	-0.053582
0.4450	123.60	-0.259007	-0.057945
0.4500	123.70	-0.261974	-0.057945
0.4550	123.80	-0.264766	-0.057945
0.4600	123.90	-0.265814	-0.062308
0.4650	123.80	-0.266163	-0.066846
0.4700	123.70	-0.267210	-0.057945
0.4750	123.90	-0.267210	-0.053582
0.4800	123.80	-0.269130	-0.057945
0.4850	123.80	-0.269653	-0.053582
0.4900	123.70	-0.274366	-0.066846
0.4950	123.80	-0.275937	-0.075573
0.5000	123.50	-0.278729	-0.049044
0.5050	123.50	-0.277333	-0.062308
0.5100	123.50	-0.278729	-0.066846
0.5150	123.30	-0.278729	-0.066846
0.5200	123.30	-0.277333	-0.062308
0.5250	123.30	-0.280649	-0.071209
0.5300	123.10	-0.279776	-0.062308
0.5350	123.30	-0.280649	-0.057945
0.5400	123.10	-0.278729	-0.066846
0.5450	123.20	-0.280300	-0.071209
0.5500	123.10	-0.278380	-0.062308
0.5550	123.00	-0.279776	-0.075573
0.5600	123.10	-0.278729	-0.071209
0.5650	122.90	-0.280300	-0.075573
0.5700	122.80	-0.277856	-0.071209
